Clinic,Provider,MeasureName,MeasureDate,LowerIsBetter,Numerator,Denominator,MeasureValue,Benchmark
South Clinic,Dr. Steven Wilson,Patient Panel,2024-10-13,0,2093,2359,0.8872,0.95
South Clinic,Dr. Steven Wilson,Patient Panel,2024-10-20,0,2105,2344,0.898,0.95
South Clinic,Dr. Steven Wilson,Patient Panel,2024-10-27,0,2164,2348,0.9216,0.95
South Clinic,Dr. Steven Wilson,Patient Panel,2024-11-03,0,2166,2305,0.9397,0.95
South Clinic,Dr. Steven Wilson,Patient Panel,2024-11-10,0,2151,2320,0.9272,0.95
South Clinic,Dr. Steven Wilson,Patient Panel,2024-11-17,0,2163,2360,0.9165,0.95
South Clinic,Dr. Steven Wilson,Patient Panel,2024-11-24,0,2145,2366,0.9066,0.95
South Clinic,Dr. Steven Wilson,Patient Panel,2024-12-01,0,2151,2321,0.9268,0.95
South Clinic,Dr. Steven Wilson,Patient Panel,2024-12-08,0,2114,2298,0.9199,0.95
South Clinic,Dr. Steven Wilson,Patient Panel,2024-12-15,0,2120,2295,0.9237,0.95
South Clinic,Dr. Steven Wilson,Patient Panel,2024-12-22,0,2095,2302,0.9101,0.95
South Clinic,Dr. Steven Wilson,Patient Panel,2024-12-29,0,2185,2370,0.9219,0.95
South Clinic,Dr. Steven Wilson,Patient Panel,2025-01-05,0,2198,2338,0.9401,0.95
South Clinic,Dr. Steven Wilson,Patient Panel,2025-01-12,0,2191,2363,0.9272,0.95
South Clinic,Dr. Steven Wilson,Patient Panel,2025-01-19,0,2198,2378,0.9243,0.95
South Clinic,Dr. Steven Wilson,Patient Panel,2025-01-26,0,2166,2293,0.9446,0.95
South Clinic,Dr. Steven Wilson,Patient Panel,2025-02-02,0,2256,2337,0.9653,0.95
South Clinic,Dr. Steven Wilson,Patient Panel,2025-02-09,0,2218,2342,0.9471,0.95
South Clinic,Dr. Steven Wilson,Patient Panel,2025-02-16,0,2250,2330,0.9657,0.95
South Clinic,Dr. Steven Wilson,Patient Panel,2025-02-23,0,2288,2335,0.9799,0.95
South Clinic,Dr. Steven Wilson,Patient Panel,2025-03-02,0,2235,2316,0.965,0.95
South Clinic,Dr. Steven Wilson,Patient Panel,2025-03-09,0,2313,2350,0.9843,0.95
South Clinic,Dr. Steven Wilson,Patient Panel,2025-03-16,0,2318,2374,0.9764,0.95
South Clinic,Dr. Steven Wilson,Patient Panel,2025-03-23,0,2282,2328,0.9802,0.95
South Clinic,Dr. Steven Wilson,Patient Panel,2025-03-30,0,2348,2378,0.9874,0.95
South Clinic,Dr. Steven Wilson,Patient Panel,2025-04-06,0,2290,2334,0.9811,0.95
South Clinic,Dr. Steven Wilson,Patient Panel,2025-04-13,0,2294,2294,1.0,0.95
South Clinic,Dr. Steven Wilson,Patient Panel,2025-04-20,0,2264,2302,0.9835,0.95
South Clinic,Dr. Steven Wilson,Patient Panel,2025-04-27,0,2277,2334,0.9756,0.95
South Clinic,Dr. Steven Wilson,Patient Panel,2025-05-04,0,2272,2346,0.9685,0.95
South Clinic,Dr. Steven Wilson,Patient Panel,2025-05-11,0,2247,2323,0.9673,0.95
South Clinic,Dr. Steven Wilson,Patient Panel,2025-05-18,0,2282,2320,0.9836,0.95
South Clinic,Dr. Steven Wilson,Patient Panel,2025-05-25,0,2291,2328,0.9841,0.95
South Clinic,Dr. Steven Wilson,Patient Panel,2025-06-01,0,2352,2352,1.0,0.95
South Clinic,Dr. Steven Wilson,Patient Panel,2025-06-08,0,2289,2326,0.9841,0.95
South Clinic,Dr. Steven Wilson,Patient Panel,2025-06-15,0,2250,2323,0.9686,0.95
South Clinic,Dr. Steven Wilson,Patient Panel,2025-06-22,0,2237,2328,0.9609,0.95
South Clinic,Dr. Steven Wilson,Patient Panel,2025-06-29,0,2182,2302,0.9479,0.95
South Clinic,Dr. Steven Wilson,Patient Panel,2025-07-06,0,2191,2327,0.9416,0.95
South Clinic,Dr. Steven Wilson,Patient Panel,2025-07-13,0,2218,2315,0.9581,0.95
South Clinic,Dr. Steven Wilson,Patient Panel,2025-07-20,0,2231,2334,0.9559,0.95
South Clinic,Dr. Steven Wilson,Hypertension Control,2024-07-28,0,693,880,0.7875,0.72
South Clinic,Dr. Steven Wilson,Hypertension Control,2024-08-04,0,713,896,0.7958,0.72
South Clinic,Dr. Steven Wilson,Hypertension Control,2024-08-11,0,682,877,0.7777,0.72
South Clinic,Dr. Steven Wilson,Hypertension Control,2024-08-18,0,682,880,0.775,0.72
South Clinic,Dr. Steven Wilson,Hypertension Control,2024-08-25,0,679,880,0.7716,0.72
South Clinic,Dr. Steven Wilson,Hypertension Control,2024-09-01,0,689,902,0.7639,0.72
South Clinic,Dr. Steven Wilson,Hypertension Control,2024-09-08,0,662,870,0.7609,0.72
South Clinic,Dr. Steven Wilson,Hypertension Control,2024-09-15,0,705,894,0.7886,0.72
South Clinic,Dr. Steven Wilson,Hypertension Control,2024-09-22,0,704,881,0.7991,0.72
South Clinic,Dr. Steven Wilson,Hypertension Control,2024-09-29,0,743,898,0.8274,0.72
South Clinic,Dr. Steven Wilson,Hypertension Control,2024-10-06,0,758,885,0.8565,0.72
South Clinic,Dr. Steven Wilson,Hypertension Control,2024-10-13,0,751,885,0.8486,0.72
South Clinic,Dr. Steven Wilson,Hypertension Control,2024-10-20,0,775,884,0.8767,0.72
South Clinic,Dr. Steven Wilson,Hypertension Control,2024-10-27,0,788,890,0.8854,0.72
South Clinic,Dr. Steven Wilson,Hypertension Control,2024-11-03,0,797,872,0.914,0.72
South Clinic,Dr. Steven Wilson,Hypertension Control,2024-11-10,0,793,881,0.9001,0.72
South Clinic,Dr. Steven Wilson,Hypertension Control,2024-11-17,0,815,899,0.9066,0.72
South Clinic,Dr. Steven Wilson,Hypertension Control,2024-11-24,0,801,899,0.891,0.72
South Clinic,Dr. Steven Wilson,Hypertension Control,2024-12-01,0,767,874,0.8776,0.72
South Clinic,Dr. Steven Wilson,Hypertension Control,2024-12-08,0,786,890,0.8831,0.72
South Clinic,Dr. Steven Wilson,Hypertension Control,2024-12-15,0,790,869,0.9091,0.72
South Clinic,Dr. Steven Wilson,Hypertension Control,2024-12-22,0,822,876,0.9384,0.72
South Clinic,Dr. Steven Wilson,Hypertension Control,2024-12-29,0,808,877,0.9213,0.72
South Clinic,Dr. Steven Wilson,Hypertension Control,2025-01-05,0,833,877,0.9498,0.72
South Clinic,Dr. Steven Wilson,Hypertension Control,2025-01-12,0,849,893,0.9507,0.72
South Clinic,Dr. Steven Wilson,Hypertension Control,2025-01-19,0,834,887,0.9402,0.72
South Clinic,Dr. Steven Wilson,Hypertension Control,2025-01-26,0,831,876,0.9486,0.72
South Clinic,Dr. Steven Wilson,Hypertension Control,2025-02-02,0,840,875,0.96,0.72
South Clinic,Dr. Steven Wilson,Hypertension Control,2025-02-09,0,889,901,0.9867,0.72
South Clinic,Dr. Steven Wilson,Hypertension Control,2025-02-16,0,857,883,0.9706,0.72
South Clinic,Dr. Steven Wilson,Hypertension Control,2025-02-23,0,853,890,0.9584,0.72
South Clinic,Dr. Steven Wilson,Hypertension Control,2025-03-02,0,837,891,0.9394,0.72
South Clinic,Dr. Steven Wilson,Hypertension Control,2025-03-09,0,857,891,0.9618,0.72
South Clinic,Dr. Steven Wilson,Hypertension Control,2025-03-16,0,833,877,0.9498,0.72
South Clinic,Dr. Steven Wilson,Hypertension Control,2025-03-23,0,849,871,0.9747,0.72
South Clinic,Dr. Steven Wilson,Hypertension Control,2025-03-30,0,862,886,0.9729,0.72
South Clinic,Dr. Steven Wilson,Hypertension Control,2025-04-06,0,865,901,0.96,0.72
South Clinic,Dr. Steven Wilson,Hypertension Control,2025-04-13,0,879,900,0.9767,0.72
South Clinic,Dr. Steven Wilson,Hypertension Control,2025-04-20,0,889,889,1.0,0.72
South Clinic,Dr. Steven Wilson,Hypertension Control,2025-04-27,0,875,875,1.0,0.72
South Clinic,Dr. Steven Wilson,Hypertension Control,2025-05-04,0,878,892,0.9843,0.72
South Clinic,Dr. Steven Wilson,Hypertension Control,2025-05-11,0,874,903,0.9679,0.72
South Clinic,Dr. Steven Wilson,Hypertension Control,2025-05-18,0,842,888,0.9482,0.72
South Clinic,Dr. Steven Wilson,Hypertension Control,2025-05-25,0,853,879,0.9704,0.72
South Clinic,Dr. Steven Wilson,Hypertension Control,2025-06-01,0,866,871,0.9943,0.72
South Clinic,Dr. Steven Wilson,Hypertension Control,2025-06-08,0,897,897,1.0,0.72
South Clinic,Dr. Steven Wilson,Hypertension Control,2025-06-15,0,888,888,1.0,0.72
South Clinic,Dr. Steven Wilson,Hypertension Control,2025-06-22,0,869,869,1.0,0.72
South Clinic,Dr. Steven Wilson,Hypertension Control,2025-06-29,0,896,896,1.0,0.72
South Clinic,Dr. Steven Wilson,Hypertension Control,2025-07-06,0,873,873,1.0,0.72
South Clinic,Dr. Steven Wilson,Hypertension Control,2025-07-13,0,880,894,0.9843,0.72
South Clinic,Dr. Steven Wilson,Hypertension Control,2025-07-20,0,859,869,0.9885,0.72
South Clinic,Dr. Steven Wilson,Senior Readmissions,2024-07-28,1,5,44,0.1136,0.12
South Clinic,Dr. Steven Wilson,Senior Readmissions,2024-08-04,1,4,44,0.0909,0.12
South Clinic,Dr. Steven Wilson,Senior Readmissions,2024-08-11,1,4,44,0.0909,0.12
South Clinic,Dr. Steven Wilson,Senior Readmissions,2024-08-18,1,3,44,0.0682,0.12
South Clinic,Dr. Steven Wilson,Senior Readmissions,2024-08-25,1,4,44,0.0909,0.12
South Clinic,Dr. Steven Wilson,Senior Readmissions,2024-09-01,1,4,43,0.093,0.12
South Clinic,Dr. Steven Wilson,Senior Readmissions,2024-09-08,1,3,44,0.0682,0.12
South Clinic,Dr. Steven Wilson,Senior Readmissions,2024-09-15,1,3,43,0.0698,0.12
South Clinic,Dr. Steven Wilson,Senior Readmissions,2024-09-22,1,3,43,0.0698,0.12
South Clinic,Dr. Steven Wilson,Senior Readmissions,2024-09-29,1,3,43,0.0698,0.12
South Clinic,Dr. Steven Wilson,Senior Readmissions,2024-10-06,1,3,43,0.0698,0.12
South Clinic,Dr. Steven Wilson,Senior Readmissions,2024-10-13,1,3,44,0.0682,0.12
South Clinic,Dr. Steven Wilson,Senior Readmissions,2024-10-20,1,4,43,0.093,0.12
South Clinic,Dr. Steven Wilson,Senior Readmissions,2024-10-27,1,5,44,0.1136,0.12
South Clinic,Dr. Steven Wilson,Senior Readmissions,2024-11-03,1,4,44,0.0909,0.12
South Clinic,Dr. Steven Wilson,Senior Readmissions,2024-11-10,1,4,43,0.093,0.12
South Clinic,Dr. Steven Wilson,Senior Readmissions,2024-11-17,1,3,44,0.0682,0.12
South Clinic,Dr. Steven Wilson,Senior Readmissions,2024-11-24,1,3,44,0.0682,0.12
South Clinic,Dr. Steven Wilson,Senior Readmissions,2024-12-01,1,3,44,0.0682,0.12
South Clinic,Dr. Steven Wilson,Senior Readmissions,2024-12-08,1,2,44,0.0455,0.12
South Clinic,Dr. Steven Wilson,Senior Readmissions,2024-12-15,1,1,44,0.0227,0.12
South Clinic,Dr. Steven Wilson,Senior Readmissions,2024-12-22,1,1,44,0.0227,0.12
South Clinic,Dr. Steven Wilson,Senior Readmissions,2024-12-29,1,1,44,0.0227,0.12
South Clinic,Dr. Steven Wilson,Senior Readmissions,2025-01-05,1,0,44,0.0,0.12
South Clinic,Dr. Steven Wilson,Senior Readmissions,2025-01-12,1,1,44,0.0227,0.12
South Clinic,Dr. Steven Wilson,Senior Readmissions,2025-01-19,1,1,44,0.0227,0.12
South Clinic,Dr. Steven Wilson,Senior Readmissions,2025-01-26,1,0,43,0.0,0.12
South Clinic,Dr. Steven Wilson,Senior Readmissions,2025-02-02,1,0,43,0.0,0.12
South Clinic,Dr. Steven Wilson,Senior Readmissions,2025-02-09,1,0,43,0.0,0.12
South Clinic,Dr. Steven Wilson,Senior Readmissions,2025-02-16,1,0,44,0.0,0.12
South Clinic,Dr. Steven Wilson,Senior Readmissions,2025-02-23,1,1,43,0.0233,0.12
South Clinic,Dr. Steven Wilson,Senior Readmissions,2025-03-02,1,0,43,0.0,0.12
South Clinic,Dr. Steven Wilson,Senior Readmissions,2025-03-09,1,1,44,0.0227,0.12
South Clinic,Dr. Steven Wilson,Senior Readmissions,2025-03-16,1,1,43,0.0233,0.12
South Clinic,Dr. Steven Wilson,Senior Readmissions,2025-03-23,1,0,43,0.0,0.12
South Clinic,Dr. Steven Wilson,Senior Readmissions,2025-03-30,1,0,43,0.0,0.12
South Clinic,Dr. Steven Wilson,Senior Readmissions,2025-04-06,1,0,43,0.0,0.12
South Clinic,Dr. Steven Wilson,Senior Readmissions,2025-04-13,1,0,43,0.0,0.12
South Clinic,Dr. Steven Wilson,Senior Readmissions,2025-04-20,1,1,44,0.0227,0.12
South Clinic,Dr. Steven Wilson,Senior Readmissions,2025-04-27,1,1,44,0.0227,0.12
South Clinic,Dr. Steven Wilson,Senior Readmissions,2025-05-04,1,0,44,0.0,0.12
South Clinic,Dr. Steven Wilson,Senior Readmissions,2025-05-11,1,0,44,0.0,0.12
South Clinic,Dr. Steven Wilson,Senior Readmissions,2025-05-18,1,1,44,0.0227,0.12
South Clinic,Dr. Steven Wilson,Senior Readmissions,2025-05-25,1,0,44,0.0,0.12
South Clinic,Dr. Steven Wilson,Senior Readmissions,2025-06-01,1,0,44,0.0,0.12
South Clinic,Dr. Steven Wilson,Senior Readmissions,2025-06-08,1,0,44,0.0,0.12
South Clinic,Dr. Steven Wilson,Senior Readmissions,2025-06-15,1,0,44,0.0,0.12
South Clinic,Dr. Steven Wilson,Senior Readmissions,2025-06-22,1,0,44,0.0,0.12
South Clinic,Dr. Steven Wilson,Senior Readmissions,2025-06-29,1,0,43,0.0,0.12
South Clinic,Dr. Steven Wilson,Senior Readmissions,2025-07-06,1,0,44,0.0,0.12
South Clinic,Dr. Steven Wilson,Senior Readmissions,2025-07-13,1,0,43,0.0,0.12
South Clinic,Dr. Steven Wilson,Senior Readmissions,2025-07-20,1,0,43,0.0,0.12
South Clinic,Dr. Steven Wilson,Diabetes Control,2024-07-28,0,234,512,0.457,0.5
South Clinic,Dr. Steven Wilson,Diabetes Control,2024-08-04,0,233,510,0.4569,0.5
South Clinic,Dr. Steven Wilson,Diabetes Control,2024-08-11,0,246,516,0.4767,0.5
South Clinic,Dr. Steven Wilson,Diabetes Control,2024-08-18,0,236,510,0.4627,0.5
South Clinic,Dr. Steven Wilson,Diabetes Control,2024-08-25,0,225,506,0.4447,0.5
South Clinic,Dr. Steven Wilson,Diabetes Control,2024-09-01,0,235,505,0.4653,0.5
South Clinic,Dr. Steven Wilson,Diabetes Control,2024-09-08,0,233,520,0.4481,0.5
South Clinic,Dr. Steven Wilson,Diabetes Control,2024-09-15,0,231,514,0.4494,0.5
South Clinic,Dr. Steven Wilson,Diabetes Control,2024-09-22,0,232,506,0.4585,0.5
South Clinic,Dr. Steven Wilson,Diabetes Control,2024-09-29,0,227,503,0.4513,0.5
South Clinic,Dr. Steven Wilson,Diabetes Control,2024-10-06,0,238,510,0.4667,0.5
South Clinic,Dr. Steven Wilson,Diabetes Control,2024-10-13,0,250,512,0.4883,0.5
South Clinic,Dr. Steven Wilson,Diabetes Control,2024-10-20,0,244,520,0.4692,0.5
South Clinic,Dr. Steven Wilson,Diabetes Control,2024-10-27,0,228,507,0.4497,0.5
South Clinic,Dr. Steven Wilson,Diabetes Control,2024-11-03,0,219,505,0.4337,0.5
South Clinic,Dr. Steven Wilson,Diabetes Control,2024-11-10,0,224,517,0.4333,0.5
South Clinic,Dr. Steven Wilson,Diabetes Control,2024-11-17,0,214,508,0.4213,0.5
South Clinic,Dr. Steven Wilson,Diabetes Control,2024-11-24,0,216,518,0.417,0.5
South Clinic,Dr. Steven Wilson,Diabetes Control,2024-12-01,0,210,507,0.4142,0.5
South Clinic,Dr. Steven Wilson,Diabetes Control,2024-12-08,0,209,508,0.4114,0.5
South Clinic,Dr. Steven Wilson,Diabetes Control,2024-12-15,0,207,506,0.4091,0.5
South Clinic,Dr. Steven Wilson,Diabetes Control,2024-12-22,0,211,516,0.4089,0.5
South Clinic,Dr. Steven Wilson,Diabetes Control,2024-12-29,0,216,507,0.426,0.5
South Clinic,Dr. Steven Wilson,Diabetes Control,2025-01-05,0,226,500,0.452,0.5
South Clinic,Dr. Steven Wilson,Diabetes Control,2025-01-12,0,242,511,0.4736,0.5
South Clinic,Dr. Steven Wilson,Diabetes Control,2025-01-19,0,241,509,0.4735,0.5
South Clinic,Dr. Steven Wilson,Diabetes Control,2025-01-26,0,245,512,0.4785,0.5
South Clinic,Dr. Steven Wilson,Diabetes Control,2025-02-02,0,237,501,0.4731,0.5
South Clinic,Dr. Steven Wilson,Diabetes Control,2025-02-09,0,249,518,0.4807,0.5
South Clinic,Dr. Steven Wilson,Diabetes Control,2025-02-16,0,245,517,0.4739,0.5
South Clinic,Dr. Steven Wilson,Diabetes Control,2025-02-23,0,238,506,0.4704,0.5
South Clinic,Dr. Steven Wilson,Diabetes Control,2025-03-02,0,246,521,0.4722,0.5
South Clinic,Dr. Steven Wilson,Diabetes Control,2025-03-09,0,235,516,0.4554,0.5
South Clinic,Dr. Steven Wilson,Diabetes Control,2025-03-16,0,228,503,0.4533,0.5
South Clinic,Dr. Steven Wilson,Diabetes Control,2025-03-23,0,237,507,0.4675,0.5
South Clinic,Dr. Steven Wilson,Diabetes Control,2025-03-30,0,254,514,0.4942,0.5
South Clinic,Dr. Steven Wilson,Diabetes Control,2025-04-06,0,246,504,0.4881,0.5
South Clinic,Dr. Steven Wilson,Diabetes Control,2025-04-13,0,249,513,0.4854,0.5
South Clinic,Dr. Steven Wilson,Diabetes Control,2025-04-20,0,262,512,0.5117,0.5
South Clinic,Dr. Steven Wilson,Diabetes Control,2025-04-27,0,264,519,0.5087,0.5
South Clinic,Dr. Steven Wilson,Diabetes Control,2025-05-04,0,250,505,0.495,0.5
South Clinic,Dr. Steven Wilson,Diabetes Control,2025-05-11,0,248,509,0.4872,0.5
South Clinic,Dr. Steven Wilson,Diabetes Control,2025-05-18,0,252,505,0.499,0.5
South Clinic,Dr. Steven Wilson,Diabetes Control,2025-05-25,0,259,520,0.4981,0.5
South Clinic,Dr. Steven Wilson,Diabetes Control,2025-06-01,0,256,515,0.4971,0.5
South Clinic,Dr. Steven Wilson,Diabetes Control,2025-06-08,0,254,503,0.505,0.5
South Clinic,Dr. Steven Wilson,Diabetes Control,2025-06-15,0,273,515,0.5301,0.5
South Clinic,Dr. Steven Wilson,Diabetes Control,2025-06-22,0,267,511,0.5225,0.5
South Clinic,Dr. Steven Wilson,Diabetes Control,2025-06-29,0,268,520,0.5154,0.5
South Clinic,Dr. Steven Wilson,Diabetes Control,2025-07-06,0,263,504,0.5218,0.5
South Clinic,Dr. Steven Wilson,Diabetes Control,2025-07-13,0,270,513,0.5263,0.5
South Clinic,Dr. Steven Wilson,Diabetes Control,2025-07-20,0,279,505,0.5525,0.5
South Clinic,Dr. Steven Wilson,Breast Cancer Screening,2024-07-28,0,455,502,0.9064,0.82
South Clinic,Dr. Steven Wilson,Breast Cancer Screening,2024-08-04,0,447,498,0.8976,0.82
South Clinic,Dr. Steven Wilson,Breast Cancer Screening,2024-08-11,0,468,511,0.9159,0.82
South Clinic,Dr. Steven Wilson,Breast Cancer Screening,2024-08-18,0,472,513,0.9201,0.82
South Clinic,Dr. Steven Wilson,Breast Cancer Screening,2024-08-25,0,458,506,0.9051,0.82
South Clinic,Dr. Steven Wilson,Breast Cancer Screening,2024-09-01,0,456,503,0.9066,0.82
South Clinic,Dr. Steven Wilson,Breast Cancer Screening,2024-09-08,0,459,506,0.9071,0.82
South Clinic,Dr. Steven Wilson,Breast Cancer Screening,2024-09-15,0,450,505,0.8911,0.82
South Clinic,Dr. Steven Wilson,Breast Cancer Screening,2024-09-22,0,450,508,0.8858,0.82
South Clinic,Dr. Steven Wilson,Breast Cancer Screening,2024-09-29,0,453,510,0.8882,0.82
South Clinic,Dr. Steven Wilson,Breast Cancer Screening,2024-10-06,0,454,508,0.8937,0.82
South Clinic,Dr. Steven Wilson,Breast Cancer Screening,2024-10-13,0,459,506,0.9071,0.82
South Clinic,Dr. Steven Wilson,Breast Cancer Screening,2024-10-20,0,456,510,0.8941,0.82
South Clinic,Dr. Steven Wilson,Breast Cancer Screening,2024-10-27,0,438,500,0.876,0.82
South Clinic,Dr. Steven Wilson,Breast Cancer Screening,2024-11-03,0,447,510,0.8765,0.82
South Clinic,Dr. Steven Wilson,Breast Cancer Screening,2024-11-10,0,433,499,0.8677,0.82
South Clinic,Dr. Steven Wilson,Breast Cancer Screening,2024-11-17,0,445,515,0.8641,0.82
South Clinic,Dr. Steven Wilson,Breast Cancer Screening,2024-11-24,0,449,508,0.8839,0.82
South Clinic,Dr. Steven Wilson,Breast Cancer Screening,2024-12-01,0,461,511,0.9022,0.82
South Clinic,Dr. Steven Wilson,Breast Cancer Screening,2024-12-08,0,463,500,0.926,0.82
South Clinic,Dr. Steven Wilson,Breast Cancer Screening,2024-12-15,0,480,512,0.9375,0.82
South Clinic,Dr. Steven Wilson,Breast Cancer Screening,2024-12-22,0,489,517,0.9458,0.82
South Clinic,Dr. Steven Wilson,Breast Cancer Screening,2024-12-29,0,473,501,0.9441,0.82
South Clinic,Dr. Steven Wilson,Breast Cancer Screening,2025-01-05,0,489,512,0.9551,0.82
South Clinic,Dr. Steven Wilson,Breast Cancer Screening,2025-01-12,0,478,507,0.9428,0.82
South Clinic,Dr. Steven Wilson,Breast Cancer Screening,2025-01-19,0,467,506,0.9229,0.82
South Clinic,Dr. Steven Wilson,Breast Cancer Screening,2025-01-26,0,463,505,0.9168,0.82
South Clinic,Dr. Steven Wilson,Breast Cancer Screening,2025-02-02,0,471,504,0.9345,0.82
South Clinic,Dr. Steven Wilson,Breast Cancer Screening,2025-02-09,0,485,515,0.9417,0.82
South Clinic,Dr. Steven Wilson,Breast Cancer Screening,2025-02-16,0,480,504,0.9524,0.82
South Clinic,Dr. Steven Wilson,Breast Cancer Screening,2025-02-23,0,487,509,0.9568,0.82
South Clinic,Dr. Steven Wilson,Breast Cancer Screening,2025-03-02,0,486,502,0.9681,0.82
South Clinic,Dr. Steven Wilson,Breast Cancer Screening,2025-03-09,0,500,510,0.9804,0.82
South Clinic,Dr. Steven Wilson,Breast Cancer Screening,2025-03-16,0,499,503,0.992,0.82
South Clinic,Dr. Steven Wilson,Breast Cancer Screening,2025-03-23,0,510,516,0.9884,0.82
South Clinic,Dr. Steven Wilson,Breast Cancer Screening,2025-03-30,0,510,510,1.0,0.82
South Clinic,Dr. Steven Wilson,Breast Cancer Screening,2025-04-06,0,499,509,0.9804,0.82
South Clinic,Dr. Steven Wilson,Breast Cancer Screening,2025-04-13,0,503,517,0.9729,0.82
South Clinic,Dr. Steven Wilson,Breast Cancer Screening,2025-04-20,0,505,514,0.9825,0.82
South Clinic,Dr. Steven Wilson,Breast Cancer Screening,2025-04-27,0,505,509,0.9921,0.82
South Clinic,Dr. Steven Wilson,Breast Cancer Screening,2025-05-04,0,500,500,1.0,0.82
South Clinic,Dr. Steven Wilson,Breast Cancer Screening,2025-05-11,0,513,513,1.0,0.82
South Clinic,Dr. Steven Wilson,Breast Cancer Screening,2025-05-18,0,513,513,1.0,0.82
South Clinic,Dr. Steven Wilson,Breast Cancer Screening,2025-05-25,0,514,514,1.0,0.82
South Clinic,Dr. Steven Wilson,Breast Cancer Screening,2025-06-01,0,506,506,1.0,0.82
South Clinic,Dr. Steven Wilson,Breast Cancer Screening,2025-06-08,0,505,511,0.9883,0.82
South Clinic,Dr. Steven Wilson,Breast Cancer Screening,2025-06-15,0,511,511,1.0,0.82
South Clinic,Dr. Steven Wilson,Breast Cancer Screening,2025-06-22,0,502,509,0.9862,0.82
South Clinic,Dr. Steven Wilson,Breast Cancer Screening,2025-06-29,0,503,503,1.0,0.82
South Clinic,Dr. Steven Wilson,Breast Cancer Screening,2025-07-06,0,510,510,1.0,0.82
South Clinic,Dr. Steven Wilson,Breast Cancer Screening,2025-07-13,0,498,506,0.9842,0.82
South Clinic,Dr. Steven Wilson,Breast Cancer Screening,2025-07-20,0,512,513,0.9981,0.82
South Clinic,Dr. Steven Wilson,Colon Cancer Screening,2024-07-28,0,902,1039,0.8681,0.8
South Clinic,Dr. Steven Wilson,Colon Cancer Screening,2024-08-04,0,902,1023,0.8817,0.8
South Clinic,Dr. Steven Wilson,Colon Cancer Screening,2024-08-11,0,905,1042,0.8685,0.8
South Clinic,Dr. Steven Wilson,Colon Cancer Screening,2024-08-18,0,927,1043,0.8888,0.8
South Clinic,Dr. Steven Wilson,Colon Cancer Screening,2024-08-25,0,889,1017,0.8741,0.8
South Clinic,Dr. Steven Wilson,Colon Cancer Screening,2024-09-01,0,886,1024,0.8652,0.8
South Clinic,Dr. Steven Wilson,Colon Cancer Screening,2024-09-08,0,917,1050,0.8733,0.8
South Clinic,Dr. Steven Wilson,Colon Cancer Screening,2024-09-15,0,887,1028,0.8628,0.8
South Clinic,Dr. Steven Wilson,Colon Cancer Screening,2024-09-22,0,892,1020,0.8745,0.8
South Clinic,Dr. Steven Wilson,Colon Cancer Screening,2024-09-29,0,904,1031,0.8768,0.8
South Clinic,Dr. Steven Wilson,Colon Cancer Screening,2024-10-06,0,894,1026,0.8713,0.8
South Clinic,Dr. Steven Wilson,Colon Cancer Screening,2024-10-13,0,928,1052,0.8821,0.8
South Clinic,Dr. Steven Wilson,Colon Cancer Screening,2024-10-20,0,932,1027,0.9075,0.8
South Clinic,Dr. Steven Wilson,Colon Cancer Screening,2024-10-27,0,941,1037,0.9074,0.8
South Clinic,Dr. Steven Wilson,Colon Cancer Screening,2024-11-03,0,960,1053,0.9117,0.8
South Clinic,Dr. Steven Wilson,Colon Cancer Screening,2024-11-10,0,953,1040,0.9163,0.8
South Clinic,Dr. Steven Wilson,Colon Cancer Screening,2024-11-17,0,978,1035,0.9449,0.8
South Clinic,Dr. Steven Wilson,Colon Cancer Screening,2024-11-24,0,998,1025,0.9737,0.8
South Clinic,Dr. Steven Wilson,Colon Cancer Screening,2024-12-01,0,1023,1043,0.9808,0.8
South Clinic,Dr. Steven Wilson,Colon Cancer Screening,2024-12-08,0,1007,1016,0.9911,0.8
South Clinic,Dr. Steven Wilson,Colon Cancer Screening,2024-12-15,0,1037,1042,0.9952,0.8
South Clinic,Dr. Steven Wilson,Colon Cancer Screening,2024-12-22,0,1052,1052,1.0,0.8
South Clinic,Dr. Steven Wilson,Colon Cancer Screening,2024-12-29,0,1032,1045,0.9876,0.8
South Clinic,Dr. Steven Wilson,Colon Cancer Screening,2025-01-05,0,1011,1039,0.9731,0.8
South Clinic,Dr. Steven Wilson,Colon Cancer Screening,2025-01-12,0,1000,1034,0.9671,0.8
South Clinic,Dr. Steven Wilson,Colon Cancer Screening,2025-01-19,0,1017,1031,0.9864,0.8
South Clinic,Dr. Steven Wilson,Colon Cancer Screening,2025-01-26,0,1011,1020,0.9912,0.8
South Clinic,Dr. Steven Wilson,Colon Cancer Screening,2025-02-02,0,1036,1036,1.0,0.8
South Clinic,Dr. Steven Wilson,Colon Cancer Screening,2025-02-09,0,1033,1038,0.9952,0.8
South Clinic,Dr. Steven Wilson,Colon Cancer Screening,2025-02-16,0,1036,1044,0.9923,0.8
South Clinic,Dr. Steven Wilson,Colon Cancer Screening,2025-02-23,0,1042,1042,1.0,0.8
South Clinic,Dr. Steven Wilson,Colon Cancer Screening,2025-03-02,0,1024,1024,1.0,0.8
South Clinic,Dr. Steven Wilson,Colon Cancer Screening,2025-03-09,0,1035,1035,1.0,0.8
South Clinic,Dr. Steven Wilson,Colon Cancer Screening,2025-03-16,0,1033,1040,0.9933,0.8
